Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
MYCN 18555785 ChIP-Seq MESCs Mouse	20/2261	0.4932630918006152	0.8586946217824795	0	0	1.0258025566317557	0.7249475842052624	RANBP2;ANKRD37;HDAC2;GPT2;INSR;ATP11A;SYNJ2;MTMR4;DGKZ;SSFA2;LRRC1;DDB1;FGD4;MYCN;KIF2A;UBC;CALM1;SASH1;BCAT2;NEK11
EZH2 27304074 Chip-Seq ESCs Mouse	8/885	0.5005126289823099	0.8688674289636726	0	0	1.0476486645243772	0.7251011581389614	EGLN3;OBSCN;BMP1;COL27A1;FLT1;LIMCH1;MAN1C1;DLGAP2
JARID2 20064375 ChIP-Seq MESCs Mouse	10/1117	0.5019387431296474	0.8689023620563644	0	0	1.0374582273430095	0.715096294148602	BMP1;COL27A1;FLT1;SH3PXD2A;PLCL2;HTRA4;MAN1C1;IGF2BP2;DLGAP2;DGKI
DACH1 20351289 ChIP-Seq MDA-MB-231 Human	15/1698	0.5055210604019116	0.8726592606938027	0	0	1.0234887971298992	0.6981888277644795	ERRFI1;HDAC2;GPT2;INSR;GDPD5;NDRG1;TRAM2;UNC13D;CORO1C;DDB1;CCND3;TIMP2;HIST1H4H;IGF2BP2;FAM83D
SRY 22984422 ChIP-ChIP TESTIS Rat	2/197	0.5100308476832347	0.8779918213599973	0	0	1.1775078722447143	0.7927972920220241	CYP11A1;ITGA5
SOX11 23321250 ChIP-ChIP Z138-A519-JVM2 Human	10/1134	0.5214109554443599	0.8950888068461511	0	0	1.0208392463375762	0.6647876327190629	NCOR2;COL27A1;BCL6;SERPINE1;UBC;SH3BP5;HMG20B;SYNJ2;GP6;UNC13D
IRF8 22096565 ChIP-ChIP GC-B Human	2/203	0.5260858008979419	0.8989152962916688	0	0	1.1420092519856857	0.7335022187515285	UBC;INHBA
POU5F1 18555785 ChIP-Seq MESCs Mouse	5/555	0.5265490894135665	0.8989152962916688	0	0	1.0431277056277057	0.6690732869831769	HDAC2;MYCN;UBC;EBI3;CALM1
JARID2 20075857 ChIP-Seq MESCs Mouse	11/1258	0.5298230962254894	0.9020128745657093	0	0	1.0117120595602285	0.6426517509121159	GRAMD1B;EGLN3;BMP1;COL27A1;FLT1;FLT4;HTRA4;DLGAP2;HOPX;DGKI;MFSD2A
POU5F1 26923725 Chip-Seq MESODERM Mouse	5/559	0.5329440287820381	0.9023545473624645	0	0	1.035381210245831	0.6516056429423512	MYCN;HPCAL1;MAN1C1;PIK3AP1;HIST1H2AC
TEAD4 26923725 Chip-Seq HEMANGIOBLAST Mouse	5/559	0.5329440287820381	0.9023545473624645	0	0	1.035381210245831	0.6516056429423512	MYCN;HPCAL1;MAN1C1;PIK3AP1;HIST1H2AC
NR4A2 19515692 ChIP-ChIP MN9D Mouse	2/207	0.5365917600046632	0.9060483816472183	0	0	1.1194979318214235	0.6969072743637373	MYCN;MTUS1
EWS-ERG 20517297 ChIP-Seq CADO-ES1 Human	9/1038	0.5455383604293342	0.9163825146952931	0	0	1.002524354689611	0.6075118684815666	WWTR1;MYCN;OBSCN;COL27A1;BCL6;PHACTR2;RDH13;IGF2BP2;GP6
FOXP2 21765815 ChIP-ChIP NEURO2A Mouse	10/1164	0.5551810672598161	0.9163825146952931	0	0	0.9927060849964381	0.584168786821482	DDB1;EBP;FLT1;P4HA1;LEP;HPCAL1;MTUS1;HIST1H4H;INHBA;ATG7
FOXM1 25889361 ChIP-Seq OE33 AND U2OS Human	8/932	0.5597758175306756	0.9163825146952931	0	0	0.9918929555293192	0.5755150408076967	TFAP2A;DDB1;FZR1;BCL6;NABP1;MALAT1;NEAT1;FAM83D
ZFP281 18358816 ChIP-ChIP MESCs Mouse	5/578	0.5627799092355776	0.9163825146952931	0	0	1.00006232859636	0.5749024828862781	HDAC2;MYCN;ITGA5;GPRC5C;BCAT2
FOXA1 25329375 ChIP-Seq VCAP Human	17/2000	0.567919907974591	0.9163825146952931	0	0	0.9806043678963497	0.5548013159169947	LYN;WWTR1;COL27A1;MME;PSG3;SERPINB9;LIMD1;PRKCZ;ADAMTS20;FGD4;KIF2A;BASP1;HIST1H4H;ITGA5;ANGPTL4;PLAC4;DGKI
LUZP1 20508642 ChIP-Seq ESCs Mouse	17/2000	0.567919907974591	0.9163825146952931	0	0	0.9806043678963497	0.5548013159169947	RANBP2;EGLN3;HDAC2;FLT4;HPCAL1;ARID3A;MTMR4;AES;FSTL3;FZR1;MYCN;OBSCN;P4HA1;PHACTR2;HMG20B;SASH1;PFKP
PU.1 20513432 ChIP-Seq Bcells Mouse	17/2000	0.567919907974591	0.9163825146952931	0	0	0.9806043678963497	0.5548013159169947	SCARB1;COL27A1;PLCL2;ACOT11;ARID3A;NEAT1;MTMR4;DGKZ;PRKCZ;FSTL3;EPS8L1;MALAT1;ITGA5;SLC16A3;GPRC5C;SASH1;PFKP
P63 20808887 ChIP-Seq KERATINOCYTES Human	17/2000	0.567919907974591	0.9163825146952931	0	0	0.9806043678963497	0.5548013159169947	CSF1R;SERPINE1;ARHGEF16;PSG1;SYNJ2;GDPD5;DGKZ;SLC7A1;P4HA1;SH3PXD2A;CYP11A1;PSG7;TIMP2;MAN1C1;IGF2BP2;SASH1;STRA6
ETV1 20927104 ChIP-Seq GIST48 Human	17/2000	0.567919907974591	0.9163825146952931	0	0	0.9806043678963497	0.5548013159169947	RANBP2;ERRFI1;GALNT2;ARHGEF16;ACOT11;HPCAL1;SLC2A1;TNFRSF1B;PRKCZ;HK2;INPP5B;MYCN;OBSCN;MAN1C1;PLEKHM2;QSOX1;MFSD2A
FOXH1 21741376 ChIP-Seq ESCs Human	17/2000	0.567919907974591	0.9163825146952931	0	0	0.9806043678963497	0.5548013159169947	TFAP2A;CSF1R;EGLN3;COL27A1;NGLY1;ARID3A;SERPINB9;NEAT1;UNC13D;SLC6A6;MYCN;OBSCN;BCL6;MXI1;HIST1H4H;FLNB;DLGAP2
SMAD2/3 21741376 ChIP-Seq EPCs Human	17/2000	0.567919907974591	0.9163825146952931	0	0	0.9806043678963497	0.5548013159169947	MME;GALNT2;AFAP1;CYP19A1;SLC7A1;FGD4;BASP1;PSG7;MXI1;NRIP1;PLEKHM2;PHACTR2;FLNB;ANGPTL4;DLGAP2;SASH1;DGKI
SOX11 22085726 ChIP-Seq ESNs Mouse	17/2000	0.567919907974591	0.9163825146952931	0	0	0.9806043678963497	0.5548013159169947	LYN;WWTR1;FLT1;GPT2;PLCL2;ARHGEF16;HTRA4;SYNJ2;FSTL3;SLC6A6;FZR1;SH3PXD2A;BASP1;SFXN3;MGAT3;IGF2BP2;PIK3AP1
GATA3 26560356 Chip-Seq TH1 Human	17/2000	0.567919907974591	0.9163825146952931	0	0	0.9806043678963497	0.5548013159169947	LYN;BNIP3L;ERRFI1;GALNT2;DIO2;SLC7A1;HOPX;EBP;KIF2A;TIMP2;HIST1H4H;HMG20B;MALAT1;QSOX1;CALM1;HIST1H2AC;ENG
MYC 27129775 Chip-Seq CORNEA Mouse	17/2000	0.567919907974591	0.9163825146952931	0	0	0.9806043678963497	0.5548013159169947	LYN;TGFB1;COL27A1;HPCAL1;RASSF8;CORO2A;NEAT1;GDPD5;HOPX;FSTL3;NCOR2;CCND3;OBSCN;BCL6;MXI1;MAN1C1;DGKI
FOXA1 27270436 Chip-Seq PROSTATE Human	17/2000	0.567919907974591	0.9163825146952931	0	0	0.9806043678963497	0.5548013159169947	LYN;WWTR1;COL27A1;MME;PSG3;SERPINB9;LIMD1;PRKCZ;ADAMTS20;FGD4;KIF2A;BASP1;HIST1H4H;ITGA5;ANGPTL4;PLAC4;DGKI
OCT1 27270436 Chip-Seq PROSTATE Human	17/2000	0.567919907974591	0.9163825146952931	0	0	0.9806043678963497	0.5548013159169947	PFKFB4;HDAC2;MME;HTRA4;PLEKHA5;RASSF8;SERPINB9;MID1;NDRG1;HOPX;LRRC1;SH3BP5;MAN1C1;HIST1H4H;PLEKHM2;MALAT1;BCAT2
SUZ12 27294783 Chip-Seq ESCs Mouse	17/2000	0.567919907974591	0.9163825146952931	0	0	0.9806043678963497	0.5548013159169947	COL27A1;FLT1;HTRA4;ACOT11;HPCAL1;AFAP1;INHBA;SYNJ2;FSTL3;MXI1;SH3BP5;SFXN3;MAN1C1;IGF2BP2;PIK3AP1;GPRC5C;DLGAP2
EGR1 23403033 ChIP-Seq LIVER Mouse	8/944	0.5744446663174612	0.9244968848546641	0	0	0.9785547785547786	0.5424633118454143	LYN;CPS1;MTUS1;HIST1H4H;PLIN2;PIK3AP1;SSFA2;BCAT2
STAT3 19079543 ChIP-ChIP MESCs Mouse	8/948	0.5792863279116401	0.9291351519941723	0	0	0.9741843971631206	0.5318641569313666	ERRFI1;PFKFB4;MYCN;COL27A1;LEP;ATP11A;CORO2A;DLGAP2
TBX3 20139965 ChIP-Seq MESCs Mouse	9/1068	0.5803336062617322	0.9291351519941723	0	0	0.9725696123816763	0.5292258529803103	MYCN;FLT1;PLCL2;SFXN3;GSE1;MID1;TRAM2;DLGAP2;SASH1
TBX3 20139965 ChIP-Seq ESCs Mouse	9/1070	0.582612348358124	0.9303732074556089	0	0	0.9706328590147353	0.5243681337149905	MYCN;FLT1;PLCL2;SFXN3;GSE1;MID1;TRAM2;DLGAP2;SASH1
SETDB1 19884255 ChIP-Seq MESCs Mouse	17/2020	0.5850529812641154	0.931233082932111	0	0	0.9697248998297425	0.5198238152643899	BNIP3L;SCARB1;ARHGEF16;PRKCZ;UNC13D;SSFA2;NCOR2;SLC6A6;CCND3;MYCN;SH3PXD2A;UBC;SFXN3;MGAT3;HMG20B;SLC16A3;PFKP
GATA3 20176728 ChIP-ChIP TSCs Mouse	7/834	0.5861645133666524	0.931233082932111	0	0	0.9688087294765519	0.5174938227379923	DDB1;SLC6A6;DAPK1;ALOX5;CORO2A;SLC7A1;LRRC1
PPARG 23326641 ChIP-Seq C3H10T1-2 Mouse	7/838	0.5912566142999363	0.9369143272752836	0	0	0.963942412248271	0.5065567041202614	RANBP2;ANKRD37;HDAC2;P4HA1;INSR;UBC;NABP1
FLI1 20887958 ChIP-Seq HPC-7 Mouse	17/2030	0.593524021713177	0.9373521268828076	0	0	0.9643662348580382	0.5030882543267043	LYN;RANBP2;SERPINE1;EBI3;ARID3A;NEAT1;MTMR4;TNFRSF1B;SSFA2;SLC6A6;CCND3;OBSCN;MS4A15;SFXN3;HIST1H4H;RDH13;BCAT2
SPI1 22096565 ChIP-ChIP GC-B Mouse	14/1676	0.5945663976344022	0.9373521268828076	0	0	0.9623549712780691	0.5003503707231353	LYN;BNIP3L;TGFB1;INHBA;MTMR4;EBP;UBC;SH3BP5;SFXN3;HIST1H4H;PIK3AP1;HIST1H2AC;BCAT2;NEK11
SALL1 21062744 ChIP-ChIP HESCs Human	1/105	0.599318894592593	0.9424403991303371	0	0	1.1025827370304115	0.5644798504496215	MME
SMAD3 21741376 ChIP-Seq HESCs Human	12/1460	0.6155489606421953	0.9636324206009134	0	0	0.9460382279262894	0.45905633746055424	FGD4;ERRFI1;CCND3;FLT1;SH3PXD2A;MXI1;NRIP1;SH3BP5;AFAP1;PHACTR2;FLNB;ITGA5
STAT4 19710469 ChIP-ChIP TH1  Mouse	16/1939	0.6168506528992017	0.9636324206009134	0	0	0.9488359152200483	0.45840951877815367	RANBP2;TGFB1;SERPINE1;SEMA3B;SLC2A1;ARID3A;SERPINB9;INPP5B;CCND3;PORCN;EBP;BCL6;SH3BP5;TIMP2;HIST1H2AC;NEK11
RUNX1 26923725 Chip-Seq HPCs Mouse	7/859	0.6174732015500999	0.9636324206009134	0	0	0.9391438995418293	0.45277969031912596	SCARB1;EGLN3;DIO2;GSE1;ATG7;UNC13D;CORO1C
ZNF652 21678463 ChIP-ChIP ZR75-1 Human	1/112	0.6230844926991146	0.969940091909453	0	0	1.032683846637335	0.4885349972680058	SLC6A6
NOTCH1 21737748 ChIP-Seq TLL Human	2/245	0.6282960458682213	0.9755953677049265	0	0	0.9426034221355859	0.43806910852641473	BCL6;SERPINE1
LYL1 20887958 ChIP-Seq HPC-7 Mouse	6/752	0.6367932451709618	0.9856589975766287	0	0	0.9189610056027355	0.4147365229853925	CCND3;EGLN3;TGFB1;OBSCN;RASSF8;ITGA5
POU5F1 18358816 ChIP-ChIP MESCs Mouse	6/753	0.6380729525893304	0.9856589975766287	0	0	0.9176827068754058	0.41231727795258993	DDB1;ANKRD37;HDAC2;DAPK1;MGAT3;LRRC1
KLF4 18555785 ChIP-Seq MESCs Mouse	20/2444	0.6395619061945439	0.9856589975766287	0	0	0.9384909079143209	0.4194790253815058	RANBP2;ANKRD37;GPT2;INSR;CSNK2A2;ARID3A;MTMR4;NDRG1;DGKZ;UNC13D;SSFA2;CORO1C;LRRC1;AES;KIF2A;MAN1C1;GSE1;CALM1;BCAT2;NEK11
LMO2 20887958 ChIP-Seq HPC-7 Mouse	14/1741	0.652280410332566	0.9905722906407272	0	0	0.922820319527446	0.39430334192283717	CSF1R;EGLN3;TGFB1;DIO2;AFAP1;CCND3;OBSCN;CYP11A1;SH3BP5;SFXN3;MALAT1;ITGA5;RDH13;ANGPTL4
SUZ12 18692474 ChIP-Seq MEFs Mouse	9/1135	0.6534229753028957	0.9905722906407272	0	0	0.9114337391153663	0.3878429620361592	LYN;TGFB1;BMP1;FLT1;FLT4;ATP11A;SYNJ2;CPLX1;GPRC5C
FOXP3 17237761 ChIP-ChIP TREG Mouse	2/257	0.6541876881288186	0.9905722906407272	0	0	0.8976952184382525	0.38094682604073526	BCL6;NRIP1
PRDM16 22522345 ChIP-ChIP PALATE MESENCHYMAL Mouse	1/122	0.6546239485961571	0.9905722906407272	0	0	0.9468575821641361	0.4011781912476108	NEK11
CREM 20920259 ChIP-Seq GC1-SPG Mouse	48/5776	0.6572564548743993	0.9905722906407272	0	0	0.9451843575418994	0.3966759110519126	ERRFI1;SCARB1;ANKRD37;HDAC2;NGLY1;SEMA3B;MTMR4;PRKCZ;CPLX1;TRAM2;SLC7A1;SSFA2;CORO1C;LRRC1;FSTL3;INPP5B;CCND3;FZR1;FAM120A;MXI1;UBC;SH3BP5;MAN1C1;GSE1;HMG20B;QSOX1;IGF2BP2;SLC16A3;ATG7;SASH1;LYN;RANBP2;WWTR1;BNIP3L;ATP11A;NEAT1;DGKZ;DDB1;SLC6A6;P4HA1;BCL6;SFXN3;HIST1H4H;PLEKHM2;MALAT1;CALM1;PPP1R12C;NEK11
CDKN2AIP 20523734 ChIP-Seq CORTICAL Neurons	1/123	0.6576297754351735	0.9905722906407272	0	0	0.9390487990850171	0.39356770706094496	TIMP2
RARG 19884340 ChIP-ChIP MEFs Mouse	3/390	0.6589130022178921	0.9905722906407272	0	0	0.8864569083447332	0.36979770408860235	WWTR1;ATP11A;GDPD5
MEIS1 26253404 ChIP-Seq OPTIC CUPS Mouse	16/2000	0.6667929982306513	0.9905722906407272	0	0	0.9165296897472776	0.3714471462478717	SCARB1;DAPK1;DIO2;MTUS1;ARID3A;MID1;DGKZ;ADAMTS20;LRRC1;FGD4;PORCN;SH3PXD2A;NRIP1;FLNB;PPP1R12C;DGKI
SOX2 19829295 ChIP-Seq ESCs Human	16/2000	0.6667929982306513	0.9905722906407272	0	0	0.9165296897472776	0.3714471462478717	CSF1R;HDAC2;FLT4;MTSS1L;PSG3;INHBA;TNFRSF1B;CYP19A1;OBSCN;SH3BP5;PLEKHM2;FLNB;PLIN2;SASH1;DGKI;PFKP
NANOG 19829295 ChIP-Seq ESCs Human	16/2000	0.6667929982306513	0.9905722906407272	0	0	0.9165296897472776	0.3714471462478717	CSF1R;HDAC2;FLT4;MTSS1L;PSG3;INHBA;TNFRSF1B;CYP19A1;OBSCN;SH3BP5;PLEKHM2;FLNB;PLIN2;SASH1;DGKI;PFKP
CDX2 21074721 ChIP-Seq CACO-2 Mouse	16/2000	0.6667929982306513	0.9905722906407272	0	0	0.9165296897472776	0.3714471462478717	ERRFI1;GALNT2;ARHGEF16;ACOT11;SLC2A1;TNFRSF1B;PRKCZ;INPP5B;OBSCN;P4HA1;SH3PXD2A;MAN1C1;PLEKHM2;QSOX1;PFKP;MFSD2A
GATA6 21074721 ChIP-Seq CACO-2 Human	16/2000	0.6667929982306513	0.9905722906407272	0	0	0.9165296897472776	0.3714471462478717	ERRFI1;GALNT2;ARHGEF16;ACOT11;SLC2A1;TNFRSF1B;PRKCZ;INPP5B;OBSCN;SH3PXD2A;MAN1C1;PLEKHM2;QSOX1;PIK3AP1;PFKP;MFSD2A
ERA 21632823 ChIP-Seq H3396 Human	16/2000	0.6667929982306513	0.9905722906407272	0	0	0.9165296897472776	0.3714471462478717	PLCL2;HTRA4;SEMA3B;IL1RAP;FSTL3;PSG7;MS4A15;MGAT3;PHACTR2;HMG20B;MALAT1;PLIN2;ATG7;BCAT2;STRA6;ENG
LMO2 26923725 Chip-Seq HEMOGENIC-ENDOTHELIUM Mouse	16/2000	0.6667929982306513	0.9905722906407272	0	0	0.9165296897472776	0.3714471462478717	GRAMD1B;ERRFI1;GALNT2;DAPK1;INSR;NDRG1;SLC7A1;MYCN;SH3PXD2A;NRIP1;MAN1C1;MGAT3;GSE1;ANGPTL4;FAM83D;DGKI
SPI1 26923725 Chip-Seq HPCs Mouse	16/2000	0.6667929982306513	0.9905722906407272	0	0	0.9165296897472776	0.3714471462478717	EGLN3;GALNT2;GPT2;ANXA4;HTRA4;MTSS1L;NDRG1;BCL6;CYP11A1;ALOX5;NRIP1;TIMP2;TRIM14;MALAT1;FAM83D;PFKP
PRDM5 23873026 ChIP-Seq MEFs Mouse	8/1029	0.6713716859077418	0.9949824985395309	0	0	0.8930519692517733	0.3558208100028572	CCND3;EBP;DAPK1;FAM120A;MTUS1;TRIM14;PHACTR2;TRAM2
FOXM1 23109430 ChIP-Seq U2OS Human	2/267	0.6746562230108399	0.9974582435901892	0	0	0.8633785722167053	0.33978437860792576	FZR1;FAM83D
RBPJ 21746931 ChIP-Seq IB4-LCL Human	16/2013	0.676986379595927	0.9985145169219162	0	0	0.9098998816696382	0.3549556972104547	ERRFI1;FLT1;SEMA3B;MTUS1;MFSD12;NDRG1;SLC7A1;INPP5B;SLC6A6;LEP;PAEP;PHACTR2;FLNB;ITGA5;CALM1;PPP1R12C
E2F1 18555785 ChIP-Seq MESCs Mouse	34/4172	0.6816458922425324	0.999994690962899	0	0	0.9274038478255578	0.355422864999322	SCARB1;ANKRD37;HDAC2;NGLY1;SLC2A1;NDRG1;SLC7A1;HK2;CORO1C;EBP;MXI1;UBC;NRIP1;TIMP2;RDH13;IGF2BP2;SLC16A3;SASH1;HIST1H2AC;LYN;RANBP2;WWTR1;GPT2;ANXA4;HPCAL1;MTUS1;TNFRSF1B;P4HA1;HIST1H4H;ITGA5;ANGPTL4;CALM1;GPRC5C;ENG
NR3C1 23031785 ChIP-Seq PC12 Mouse	7/918	0.6860295147824471	0.999994690962899	0	0	0.8755901762924365	0.3299526981163209	EGLN3;LIMCH1;PLCL2;DIO2;MTUS1;SH3BP5;ATG7
SIN3B 21632747 ChIP-Seq MESCs Mouse	35/4302	0.6882116724176672	0.999994690962899	0	0	0.9248598105446925	0.3455820300698284	SCARB1;ANKRD37;HDAC2;SERPINE1;SLC2A1;NDRG1;FZR1;SH3PXD2A;BASP1;MXI1;NRIP1;TIMP2;MGAT3;GSE1;FLNB;QSOX1;FAM83D;SLC16A3;ATG7;DLGAP2;RANBP2;EGLN3;COL27A1;GALNT2;INSR;ANXA4;CSNK2A2;DGKZ;HOPX;MYCN;P4HA1;CALM1;PIK3AP1;PPP1R12C;NEK11
CRX 20693478 ChIP-Seq ADULT RETINA Mouse	5/668	0.6896049577424092	0.999994690962899	0	0	0.8602671837965956	0.31970657372328387	PFKFB4;SEMA3B;CALM1;MID1;HK2
POU5F1 16518401 ChIP-PET MESCs Mouse	12/1550	0.6970946902929418	0.999994690962899	0	0	0.8863168267250362	0.3198132665678294	SCARB1;EGLN3;FLT1;PLCL2;EBI3;SEMA3B;PLEKHA5;MGAT3;IL1RAP;TNFRSF1B;MID1;HK2
EOMES 21245162 ChIP-Seq HESCs Human	7/932	0.7011101915270327	0.999994690962899	0	0	0.8616997720612178	0.3059811550807158	TFAP2A;BMP1;ALOX5;ARHGEF16;ITGA5;GDPD5;MID1
SUZ12 18555785 ChIP-Seq MESCs Mouse	8/1058	0.7012481505441928	0.999994690962899	0	0	0.8670476190476191	0.3077095290913862	LYN;EGLN3;PLCL2;HPCAL1;GDPD5;DLGAP2;DGKI;ADAMTS20
CHD7 19251738 ChIP-ChIP MESCs Mouse	1/141	0.7074965331018626	0.999994690962899	0	0	0.8175664451827243	0.2828964258999535	ATP11A
GBX2 23144817 ChIP-Seq PC3 Human	2/286	0.7108411495587273	0.999994690962899	0	0	0.8048348570957912	0.27469520113616597	P4HA1;IL1RAP
TRP63 18441228 ChIP-ChIP KERATINOCYTES Mouse	1/143	0.7125706764554125	0.999994690962899	0	0	0.8059695381591877	0.27312387565520524	NDRG1
MEIS1 26923725 Chip-Seq HEMOGENIC-ENDOTHELIUM Mouse	9/1196	0.7133431996325992	0.999994690962899	0	0	0.8617749193498675	0.2911012151561517	MYCN;FLT1;GALNT2;NRIP1;MTUS1;GSE1;MALAT1;DLGAP2;SASH1
MEIS1 20887958 ChIP-Seq HPC-7 Mouse	11/1452	0.7188050035274169	0.999994690962899	0	0	0.8663650928281972	0.28604357222260307	SLC6A6;SCARB1;CCND3;TGFB1;PLCL2;NGLY1;GSE1;PHACTR2;MALAT1;ITGA5;IGF2BP2
SPI1 22790984 ChIP-Seq ERYTHROLEUKEMIA Mouse	15/1962	0.730300430816414	0.999994690962899	0	0	0.8718378810633691	0.27401801867786013	LYN;RANBP2;BNIP3L;ANKRD37;MTMR4;DGKZ;TRAM2;SSFA2;CCND3;OAF;SH3BP5;PHACTR2;PPP1R12C;NEK11;ENG
TET1 21451524 ChIP-Seq MESCs Mouse	14/1839	0.7305934456493105	0.999994690962899	0	0	0.8685379512363229	0.2726324438082377	LYN;SERPINE1;CSNK2A2;ATP11A;NEAT1;MTMR4;DGKZ;PRKCZ;UNC13D;FZR1;ANGPTL4;PIK3AP1;PPP1R12C;DLGAP2
TRIM28 19339689 ChIP-ChIP MESCs Mouse	24/3072	0.7378014730844203	0.999994690962899	0	0	0.8866987264175871	0.26962778962326384	RANBP2;ANKRD37;HDAC2;COL27A1;MME;GALNT2;GPT2;FLT4;CSNK2A2;MTUS1;SLC2A1;IL1RAP;GDPD5;DGKZ;PRKCZ;CPLX1;SLC6A6;BCL6;SH3BP5;ITGA5;ANGPTL4;CALM1;GPRC5C;DLGAP2
IKZF1 21737484 ChIP-ChIP HCT116 Human	1/155	0.7412291991338177	0.999994690962899	0	0	0.74271368166717	0.2224021887638691	BMP1
EWS 26573619 Chip-Seq HEK293 Human	6/854	0.7530567179831181	0.999994690962899	0	0	0.8041040560388657	0.2280557558165234	PSG9;FGD4;MME;MXI1;NEAT1;MID1
GFI1B 20887958 ChIP-Seq HPC-7 Mouse	14/1871	0.7536208278759976	0.999994690962899	0	0	0.8520539315796426	0.24101701776519527	LYN;RANBP2;TGFB1;DAPK1;PLCL2;EBI3;ARID3A;GDPD5;SSFA2;CCND3;OBSCN;MXI1;CALM1;FAM83D
MYC 19915707 ChIP-ChIP AK7 Human	23/2979	0.7543317081206551	0.999994690962899	0	0	0.8751308073973838	0.24671956957980704	RANBP2;ERRFI1;EGLN3;COL27A1;GALNT2;INSR;ANXA4;MTUS1;RASSF8;SERPINB9;CORO2A;TRAM2;INPP5B;NCOR2;FGD4;OBSCN;BMP1;SH3BP5;HIST1H4H;CALM1;SLC16A3;HIST1H2AC;ENG
MYBL1 21750041 ChIP-ChIP SPERMATOCYTES Mouse	1/161	0.7544742808713669	0.999994690962899	0	0	0.7146438953488372	0.2013395468161359	PFKP
CTNNB1 24651522 ChIP-Seq LGR5+ INTESTINAL STEM Human	1/162	0.7566153006297595	0.999994690962899	0	0	0.7101690018777986	0.19806637899950313	TNFRSF1B
HOXB7 26014856 ChIP-Seq BT474 Human	15/2000	0.7567941933123904	0.999994690962899	0	0	0.853330357427542	0.23779239436686708	CSGALNACT1;SCARB1;SERPINE1;DIO2;AFAP1;SYNJ2;AES;KIF2A;CYP11A1;UBC;PHACTR2;FLNB;MALAT1;PLIN2;SASH1
RARB 24833708 ChIP-Seq LIVER Mouse	15/2000	0.7567941933123904	0.999994690962899	0	0	0.853330357427542	0.23779239436686708	RASSF8;IL1RAP;NEAT1;MTMR4;TRAM2;OBSCN;BCL6;SH3PXD2A;MXI1;NRIP1;TIMP2;HIST1H4H;MALAT1;ANGPTL4;SLC16A3
OCT4 20526341 ChIP-Seq ESCs Human	15/2000	0.7567941933123904	0.999994690962899	0	0	0.853330357427542	0.23779239436686708	TFAP2A;TGFB1;DAPK1;SERPINB9;CORO2A;NEAT1;GP6;DDB1;OBSCN;PSG6;FLNB;PLIN2;ITGA5;PPP1R12C;BCAT2
E2F1 20622854 ChIP-Seq HELA Human	15/2000	0.7567941933123904	0.999994690962899	0	0	0.853330357427542	0.23779239436686708	EGLN3;HDAC2;FLT1;ANXA4;SEMA3B;ATP11A;NDRG1;EBP;BMP1;LEP;MXI1;ITGA5;RDH13;PPP1R12C;HIST1H2AC
GATA3 21867929 ChIP-Seq CD8 Mouse	15/2000	0.7567941933123904	0.999994690962899	0	0	0.853330357427542	0.23779239436686708	CSGALNACT1;CSF1R;INSR;ARHGEF16;DIO2;ARID3A;SYNJ2;LIMD1;PRKCZ;ADAMTS20;FSTL3;NCOR2;QSOX1;PIK3AP1;PFKP
FOXA1 26769127 Chip-Seq PDAC-Cell line Human	15/2000	0.7567941933123904	0.999994690962899	0	0	0.853330357427542	0.23779239436686708	WWTR1;ERRFI1;EGLN3;PLEKHA5;AFAP1;DGKZ;SSFA2;LRRC1;INPP5B;P4HA1;MXI1;UBC;MALAT1;PIK3AP1;STRA6
SA1 27219007 Chip-Seq Bcells Human	15/2000	0.7567941933123904	0.999994690962899	0	0	0.853330357427542	0.23779239436686708	GRAMD1B;PLCL2;ARHGEF16;ACOT11;DIO2;SLC2A1;TNFRSF1B;PRKCZ;UNC13D;INPP5B;OBSCN;MAN1C1;PLEKHM2;CALM1;MFSD2A
SPI1 20517297 ChIP-Seq HL60 Human	9/1249	0.7597193369367797	0.999994690962899	0	0	0.822595397324941	0.22605432137313494	EGLN3;OBSCN;FLT1;HPCAL1;TRIM14;HIST1H4H;SYNJ2;MTMR4;HK2
SOX2 19030024 ChIP-ChIP MESCs Mouse	6/863	0.7618903511388194	0.999994690962899	0	0	0.7952822476400757	0.2162790986732599	EBP;MYCN;BASP1;MAN1C1;AFAP1;MTMR4
NKX2-5 21415370 ChIP-Seq HL-1 Mouse	11/1507	0.762606084922446	0.999994690962899	0	0	0.8320170660856936	0.22548798394800038	INPP5B;DDB1;ANXA4;PLCL2;SFXN3;MAN1C1;QSOX1;LIMD1;GDPD5;TRAM2;PFKP
THAP11 20581084 ChIP-Seq MESCs Mouse	6/864	0.762857540176576	0.999994690962899	0	0	0.7943134709601776	0.21500792791621362	INPP5B;GPT2;MXI1;HIST1H4H;RDH13;PPP1R12C
KDM5B 21448134 ChIP-Seq MESCs Mouse	29/3724	0.7638141172655543	0.999994690962899	0	0	0.8792437227484589	0.236895358454465	FLT1;SLC2A1;MTMR4;FGD4;SH3PXD2A;FAM120A;MXI1;TIMP2;GSE1;FLNB;SASH1;RANBP2;MME;GALNT2;LIMCH1;GPT2;CSNK2A2;MOCOS;MTUS1;CORO2A;TNFRSF1B;MID1;DDB1;SLC6A6;KIF2A;BCL6;GPRC5C;DGKI;PFKP
